user_id,start_date,pay_component,paycomponentvalue,currency_code,frequency,seq_number
1064,2025-04-30,Transport Allowance,66.81,EUR,Monthly,2
1065,2013-11-26,Base Salary,5522.59,EUR,Monthly,1
1065,2013-11-26,Transport Allowance,77.45,EUR,Monthly,2
1065,2016-11-20,Base Salary,6844.12,EUR,Monthly,1
1065,2016-11-20,Transport Allowance,77.45,EUR,Monthly,2
1065,2025-04-21,Base Salary,7299.73,EUR,Monthly,1
1065,2025-04-21,Transport Allowance,77.45,EUR,Monthly,2
1066,2016-01-27,Base Salary,16701.9,EUR,Monthly,1
1066,2016-01-27,Transport Allowance,66.5,EUR,Monthly,2
1066,2016-01-27,Housing Allowance,309.21,EUR,Monthly,3
1066,2025-04-21,Base Salary,17068.24,EUR,Monthly,1
1066,2025-04-21,Transport Allowance,66.5,EUR,Monthly,2
1066,2025-04-21,Car Allowance,800.0,EUR,Monthly,3
1066,2025-04-21,Housing Allowance,360.42,EUR,Monthly,4
1067,2021-08-26,Base Salary,4515.02,EUR,Monthly,1
1067,2021-08-26,Transport Allowance,62.42,EUR,Monthly,2
1067,2024-08-12,Base Salary,5432.39,EUR,Monthly,1
1067,2024-08-12,Transport Allowance,62.42,EUR,Monthly,2
1067,2024-08-12,Housing Allowance,377.76,EUR,Monthly,3
1067,2026-01-19,Base Salary,5711.4,EUR,Monthly,1
1067,2026-01-19,Transport Allowance,62.42,EUR,Monthly,2
1067,2026-01-19,Housing Allowance,394.41,EUR,Monthly,3
1068,2024-06-13,Base Salary,5382.93,EUR,Monthly,1
1068,2024-06-13,Transport Allowance,53.15,EUR,Monthly,2
1068,2025-06-17,Base Salary,5491.65,EUR,Monthly,1
1068,2025-06-17,Transport Allowance,53.15,EUR,Monthly,2
1069,2024-12-09,Base Salary,3879.15,EUR,Monthly,1
1069,2024-12-09,Transport Allowance,55.17,EUR,Monthly,2
1069,2025-08-09,Base Salary,3900.05,EUR,Monthly,1
1069,2025-08-09,Transport Allowance,55.17,EUR,Monthly,2
1070,2014-02-20,Base Salary,2893.2,EUR,Monthly,1
1070,2014-02-20,Transport Allowance,51.77,EUR,Monthly,2
1070,2017-02-14,Base Salary,3743.96,EUR,Monthly,1
1070,2017-02-14,Transport Allowance,51.77,EUR,Monthly,2
1070,2025-09-25,Base Salary,6821.04,EUR,Monthly,1
1070,2025-09-25,Transport Allowance,51.77,EUR,Monthly,2
1071,2020-02-01,Base Salary,5298.35,EUR,Monthly,1
1071,2020-02-01,Transport Allowance,49.14,EUR,Monthly,2
1071,2026-02-21,Base Salary,8587.18,EUR,Monthly,1
1071,2026-02-21,Transport Allowance,49.14,EUR,Monthly,2
1071,2026-02-21,Car Allowance,450.0,EUR,Monthly,3
1072,2016-07-05,Base Salary,8791.06,EUR,Monthly,1
1072,2016-07-05,Transport Allowance,61.27,EUR,Monthly,2
1072,2019-06-21,Base Salary,10428.37,EUR,Monthly,1
1072,2019-06-21,Transport Allowance,61.27,EUR,Monthly,2
1072,2019-06-21,Car Allowance,350.0,EUR,Monthly,3
1072,2025-09-07,Base Salary,10730.01,EUR,Monthly,1
1072,2025-09-07,Transport Allowance,61.27,EUR,Monthly,2
1072,2025-09-07,Car Allowance,350.0,EUR,Monthly,3
1073,2019-03-14,Base Salary,3351.02,EUR,Monthly,1
1073,2019-03-14,Transport Allowance,72.89,EUR,Monthly,2
1073,2022-02-26,Base Salary,4211.47,EUR,Monthly,1
1073,2022-02-26,Transport Allowance,72.89,EUR,Monthly,2
1073,2025-07-18,Base Salary,5918.78,EUR,Monthly,1
1073,2025-07-18,Transport Allowance,72.89,EUR,Monthly,2
1073,2025-07-18,Car Allowance,450.0,EUR,Monthly,3
1074,2024-11-06,Base Salary,2838.25,EUR,Monthly,1
1074,2024-11-06,Transport Allowance,70.81,EUR,Monthly,2
1074,2025-04-22,Base Salary,3023.63,EUR,Monthly,1
1074,2025-04-22,Transport Allowance,70.81,EUR,Monthly,2
1075,2017-04-20,Base Salary,6325.1,EUR,Monthly,1
1075,2017-04-20,Transport Allowance,52.26,EUR,Monthly,2
1075,2025-10-19,Base Salary,9492.37,EUR,Monthly,1
1075,2025-10-19,Transport Allowance,52.26,EUR,Monthly,2
1076,2023-01-21,Base Salary,3436.03,EUR,Monthly,1
1076,2023-01-21,Transport Allowance,66.54,EUR,Monthly,2
1076,2025-01-28,Base Salary,4514.25,EUR,Monthly,1
1076,2025-01-28,Transport Allowance,66.54,EUR,Monthly,2
1077,2020-10-21,Base Salary,7332.94,EUR,Monthly,1
1077,2020-10-21,Transport Allowance,59.51,EUR,Monthly,2
1077,2020-10-21,Housing Allowance,210.01,EUR,Monthly,3
1077,2025-12-30,Base Salary,7415.82,EUR,Monthly,1
1077,2025-12-30,Transport Allowance,59.51,EUR,Monthly,2
1077,2025-12-30,Housing Allowance,276.92,EUR,Monthly,3
1078,2016-03-20,Base Salary,2976.11,EUR,Monthly,1
1078,2016-03-20,Transport Allowance,73.21,EUR,Monthly,2
1078,2019-03-25,Base Salary,4279.9,EUR,Monthly,1
1078,2019-03-25,Transport Allowance,73.21,EUR,Monthly,2
1078,2022-04-13,Base Salary,5716.86,EUR,Monthly,1
1078,2022-04-13,Transport Allowance,73.21,EUR,Monthly,2
1078,2025-04-04,Base Salary,6433.05,EUR,Monthly,1
1078,2025-04-04,Transport Allowance,73.21,EUR,Monthly,2
1078,2025-06-17,Base Salary,6433.05,EUR,Monthly,1
1078,2025-06-17,Transport Allowance,73.21,EUR,Monthly,2
1079,2017-10-01,Base Salary,5547.93,EUR,Monthly,1
1079,2017-10-01,Transport Allowance,52.43,EUR,Monthly,2
1079,2023-10-24,Base Salary,9685.61,EUR,Monthly,1
1079,2023-10-24,Transport Allowance,52.43,EUR,Monthly,2
1079,2023-10-24,Car Allowance,500.0,EUR,Monthly,3
1079,2025-12-21,Base Salary,9822.8,EUR,Monthly,1
1079,2025-12-21,Transport Allowance,52.43,EUR,Monthly,2
1079,2025-12-21,Car Allowance,500.0,EUR,Monthly,3
1080,2021-06-03,Base Salary,3831.93,EUR,Monthly,1
1080,2021-06-03,Transport Allowance,67.42,EUR,Monthly,2
1080,2024-06-23,Base Salary,5333.63,EUR,Monthly,1
1080,2024-06-23,Transport Allowance,67.42,EUR,Monthly,2
1080,2025-09-07,Base Salary,5333.63,EUR,Monthly,1
1080,2025-09-07,Transport Allowance,67.42,EUR,Monthly,2
1081,2015-09-30,Base Salary,2564.72,EUR,Monthly,1
1081,2015-09-30,Transport Allowance,69.15,EUR,Monthly,2
1081,2018-10-20,Base Salary,3717.55,EUR,Monthly,1
1081,2018-10-20,Transport Allowance,69.15,EUR,Monthly,2
1081,2021-10-04,Base Salary,5637.45,EUR,Monthly,1
1081,2021-10-04,Transport Allowance,69.15,EUR,Monthly,2
1081,2021-10-04,Housing Allowance,255.97,EUR,Monthly,3
1081,2024-10-26,Base Salary,6395.47,EUR,Monthly,1
1081,2024-10-26,Transport Allowance,69.15,EUR,Monthly,2
1081,2024-10-26,Housing Allowance,214.92,EUR,Monthly,3
1081,2026-01-10,Base Salary,6395.47,EUR,Monthly,1
1081,2026-01-10,Transport Allowance,69.15,EUR,Monthly,2
1081,2026-01-10,Housing Allowance,266.06,EUR,Monthly,3
1082,2024-01-16,Base Salary,5692.57,EUR,Monthly,1
1082,2024-01-16,Transport Allowance,64.25,EUR,Monthly,2
1082,2025-01-09,Base Salary,6356.1,EUR,Monthly,1
1082,2025-01-09,Transport Allowance,64.25,EUR,Monthly,2
1083,2013-02-22,Base Salary,2920.32,EUR,Monthly,1
1083,2013-02-22,Transport Allowance,71.85,EUR,Monthly,2
1083,2016-02-27,Base Salary,4371.24,EUR,Monthly,1
1083,2016-02-27,Transport Allowance,71.85,EUR,Monthly,2
1083,2022-03-06,Base Salary,7801.14,EUR,Monthly,1
1083,2022-03-06,Transport Allowance,71.85,EUR,Monthly,2
1083,2022-03-06,Car Allowance,400.0,EUR,Monthly,3
1083,2025-06-30,Base Salary,7801.14,EUR,Monthly,1
1083,2025-06-30,Transport Allowance,71.85,EUR,Monthly,2
1083,2025-06-30,Car Allowance,400.0,EUR,Monthly,3
1084,2013-03-16,Base Salary,5623.71,EUR,Monthly,1
1084,2013-03-16,Transport Allowance,48.98,EUR,Monthly,2
1084,2019-02-16,Base Salary,8894.82,EUR,Monthly,1
1084,2019-02-16,Transport Allowance,48.98,EUR,Monthly,2
1084,2019-02-16,Housing Allowance,273.32,EUR,Monthly,3
1084,2025-12-08,Base Salary,9286.5,EUR,Monthly,1
1084,2025-12-08,Transport Allowance,48.98,EUR,Monthly,2
1084,2025-12-08,Housing Allowance,287.13,EUR,Monthly,3
1085,2016-09-26,Base Salary,3902.0,EUR,Monthly,1
1085,2016-09-26,Transport Allowance,64.91,EUR,Monthly,2
1085,2022-09-30,Base Salary,8133.69,EUR,Monthly,1
1085,2022-09-30,Transport Allowance,64.91,EUR,Monthly,2
1085,2025-09-29,Base Salary,9457.11,EUR,Monthly,1
1085,2025-09-29,Transport Allowance,64.91,EUR,Monthly,2
1085,2025-12-22,Base Salary,10454.61,EUR,Monthly,1
1085,2025-12-22,Transport Allowance,64.91,EUR,Monthly,2
1086,2021-03-04,Base Salary,6083.65,EUR,Monthly,1
1086,2021-03-04,Transport Allowance,78.6,EUR,Monthly,2
1086,2021-03-04,Housing Allowance,383.05,EUR,Monthly,3
1086,2024-02-05,Base Salary,7767.6,EUR,Monthly,1
1086,2024-02-05,Transport Allowance,78.6,EUR,Monthly,2
1086,2024-02-05,Car Allowance,450.0,EUR,Monthly,3
1086,2024-02-05,Housing Allowance,242.68,EUR,Monthly,4
1086,2026-02-02,Base Salary,7767.6,EUR,Monthly,1
1086,2026-02-02,Transport Allowance,78.6,EUR,Monthly,2
1086,2026-02-02,Car Allowance,450.0,EUR,Monthly,3
1086,2026-02-02,Housing Allowance,383.44,EUR,Monthly,4
1087,2021-09-18,Base Salary,3152.99,EUR,Monthly,1
1087,2021-09-18,Transport Allowance,77.28,EUR,Monthly,2
1087,2024-08-25,Base Salary,3904.08,EUR,Monthly,1
1087,2024-08-25,Transport Allowance,77.28,EUR,Monthly,2
1087,2025-03-21,Base Salary,3904.08,EUR,Monthly,1
1087,2025-03-21,Transport Allowance,77.28,EUR,Monthly,2
1088,2016-02-18,Base Salary,6519.81,EUR,Monthly,1
1088,2016-02-18,Transport Allowance,61.77,EUR,Monthly,2
1088,2019-01-23,Base Salary,8360.16,EUR,Monthly,1
1088,2019-01-23,Transport Allowance,61.77,EUR,Monthly,2
1088,2019-01-23,Car Allowance,500.0,EUR,Monthly,3
1088,2022-02-01,Base Salary,10137.22,EUR,Monthly,1
1088,2022-02-01,Transport Allowance,61.77,EUR,Monthly,2
1088,2022-02-01,Car Allowance,500.0,EUR,Monthly,3
1088,2026-01-17,Base Salary,10137.22,EUR,Monthly,1
1088,2026-01-17,Transport Allowance,61.77,EUR,Monthly,2
1088,2026-01-17,Car Allowance,500.0,EUR,Monthly,3
1089,2015-03-29,Base Salary,4474.71,EUR,Monthly,1
1089,2015-03-29,Transport Allowance,61.61,EUR,Monthly,2
1089,2018-04-12,Base Salary,6311.21,EUR,Monthly,1
1089,2018-04-12,Transport Allowance,61.61,EUR,Monthly,2
1089,2025-04-24,Base Salary,8333.74,EUR,Monthly,1
1089,2025-04-24,Transport Allowance,61.61,EUR,Monthly,2
1090,2023-03-18,Base Salary,2968.22,EUR,Monthly,1
1090,2023-03-18,Transport Allowance,46.24,EUR,Monthly,2
1090,2025-11-23,Base Salary,2968.22,EUR,Monthly,1
1090,2025-11-23,Transport Allowance,46.24,EUR,Monthly,2
1091,2019-03-17,Base Salary,3255.57,EUR,Monthly,1
1091,2019-03-17,Transport Allowance,49.75,EUR,Monthly,2
1091,2022-02-26,Base Salary,4521.01,EUR,Monthly,1
1091,2022-02-26,Transport Allowance,49.75,EUR,Monthly,2
1091,2025-03-23,Base Salary,6320.28,EUR,Monthly,1
1091,2025-03-23,Transport Allowance,49.75,EUR,Monthly,2
1091,2025-11-21,Base Salary,6471.39,EUR,Monthly,1
1091,2025-11-21,Transport Allowance,49.75,EUR,Monthly,2
1092,2024-05-27,Base Salary,8516.74,EUR,Monthly,1
1092,2024-05-27,Transport Allowance,50.44,EUR,Monthly,2
1092,2026-01-13,Base Salary,9286.55,EUR,Monthly,1
1092,2026-01-13,Transport Allowance,50.44,EUR,Monthly,2
1093,2023-02-12,Base Salary,5918.49,EUR,Monthly,1
1093,2023-02-12,Transport Allowance,61.12,EUR,Monthly,2
1093,2023-02-12,Housing Allowance,390.35,EUR,Monthly,3
1093,2026-02-06,Base Salary,7764.38,EUR,Monthly,1
1093,2026-02-06,Transport Allowance,61.12,EUR,Monthly,2
1093,2026-02-06,Housing Allowance,397.1,EUR,Monthly,3
1094,2013-01-11,Base Salary,4305.88,EUR,Monthly,1
1094,2013-01-11,Transport Allowance,61.19,EUR,Monthly,2
1094,2016-01-29,Base Salary,6177.87,EUR,Monthly,1
1094,2016-01-29,Transport Allowance,61.19,EUR,Monthly,2
1094,2019-02-04,Base Salary,8151.65,EUR,Monthly,1
1094,2019-02-04,Transport Allowance,61.19,EUR,Monthly,2
1094,2025-12-23,Base Salary,10223.27,EUR,Monthly,1
1094,2025-12-23,Transport Allowance,61.19,EUR,Monthly,2
1095,2017-10-09,Base Salary,4146.98,EUR,Monthly,1
1095,2017-10-09,Transport Allowance,73.5,EUR,Monthly,2
1095,2020-09-14,Base Salary,5193.9,EUR,Monthly,1
1095,2020-09-14,Transport Allowance,73.5,EUR,Monthly,2
1095,2020-09-14,Car Allowance,500.0,EUR,Monthly,3
1095,2020-09-14,Housing Allowance,404.11,EUR,Monthly,4
1095,2025-09-12,Base Salary,7092.68,EUR,Monthly,1
1095,2025-09-12,Transport Allowance,73.5,EUR,Monthly,2
1095,2025-09-12,Car Allowance,500.0,EUR,Monthly,3
1095,2025-09-12,Housing Allowance,212.32,EUR,Monthly,4
1096,2015-04-05,Base Salary,6651.06,EUR,Monthly,1
1096,2015-04-05,Transport Allowance,63.24,EUR,Monthly,2
1096,2015-04-05,Housing Allowance,324.29,EUR,Monthly,3
1096,2025-07-21,Base Salary,6865.87,EUR,Monthly,1
1096,2025-07-21,Transport Allowance,63.24,EUR,Monthly,2
1096,2025-07-21,Car Allowance,400.0,EUR,Monthly,3
1096,2025-07-21,Housing Allowance,349.2,EUR,Monthly,4
1097,2019-08-19,Base Salary,6755.52,EUR,Monthly,1
1097,2019-08-19,Transport Allowance,64.43,EUR,Monthly,2
1097,2019-08-19,Housing Allowance,204.12,EUR,Monthly,3
1097,2025-11-24,Base Salary,6836.11,EUR,Monthly,1
1097,2025-11-24,Transport Allowance,64.43,EUR,Monthly,2
1097,2025-11-24,Car Allowance,400.0,EUR,Monthly,3
1097,2025-11-24,Housing Allowance,327.03,EUR,Monthly,4
1098,2015-02-14,Base Salary,5910.29,EUR,Monthly,1
1098,2015-02-14,Transport Allowance,56.61,EUR,Monthly,2
1098,2018-02-03,Base Salary,7335.12,EUR,Monthly,1
1098,2018-02-03,Transport Allowance,56.61,EUR,Monthly,2
1098,2018-02-03,Housing Allowance,401.56,EUR,Monthly,3
1098,2025-12-27,Base Salary,10309.51,EUR,Monthly,1
1098,2025-12-27,Transport Allowance,56.61,EUR,Monthly,2
1098,2025-12-27,Housing Allowance,375.07,EUR,Monthly,3
1099,2016-04-01,Base Salary,3180.8,EUR,Monthly,1
1099,2016-04-01,Transport Allowance,47.32,EUR,Monthly,2
1099,2019-05-01,Base Salary,4235.63,EUR,Monthly,1
1099,2019-05-01,Transport Allowance,47.32,EUR,Monthly,2
1099,2025-03-04,Base Salary,7412.8,EUR,Monthly,1
1099,2025-03-04,Transport Allowance,47.32,EUR,Monthly,2
1099,2025-03-04,Housing Allowance,232.85,EUR,Monthly,3
1099,2025-05-03,Base Salary,7552.58,EUR,Monthly,1
1099,2025-05-03,Transport Allowance,47.32,EUR,Monthly,2
1099,2025-05-03,Housing Allowance,384.96,EUR,Monthly,3
1100,2025-09-29,Base Salary,4254.14,EUR,Monthly,1
1100,2025-09-29,Transport Allowance,56.87,EUR,Monthly,2
1101,2012-11-10,Base Salary,5513.08,EUR,Monthly,1
1101,2012-11-10,Transport Allowance,58.13,EUR,Monthly,2
1101,2012-11-10,Housing Allowance,317.54,EUR,Monthly,3
1101,2025-07-18,Base Salary,6604.97,EUR,Monthly,1
1101,2025-07-18,Transport Allowance,58.13,EUR,Monthly,2
1101,2025-07-18,Housing Allowance,236.51,EUR,Monthly,3
1102,2012-04-01,Base Salary,9865.06,EUR,Monthly,1
1102,2012-04-01,Transport Allowance,66.2,EUR,Monthly,2
1102,2012-04-01,Housing Allowance,241.22,EUR,Monthly,3
1102,2025-09-26,Base Salary,9865.06,EUR,Monthly,1
1102,2025-09-26,Transport Allowance,66.2,EUR,Monthly,2
1102,2025-09-26,Housing Allowance,225.71,EUR,Monthly,3
1103,2016-01-08,Base Salary,5111.48,EUR,Monthly,1
1103,2016-01-08,Transport Allowance,72.38,EUR,Monthly,2
1103,2018-12-19,Base Salary,6385.37,EUR,Monthly,1
1103,2018-12-19,Transport Allowance,72.38,EUR,Monthly,2
1103,2018-12-19,Car Allowance,350.0,EUR,Monthly,3
1103,2021-12-25,Base Salary,8502.17,EUR,Monthly,1
1103,2021-12-25,Transport Allowance,72.38,EUR,Monthly,2
1103,2021-12-25,Car Allowance,350.0,EUR,Monthly,3
1103,2025-02-15,Base Salary,8657.03,EUR,Monthly,1
1103,2025-02-15,Transport Allowance,72.38,EUR,Monthly,2
1103,2025-02-15,Car Allowance,350.0,EUR,Monthly,3
1104,2020-04-05,Base Salary,3018.51,EUR,Monthly,1
1104,2020-04-05,Transport Allowance,55.79,EUR,Monthly,2
1104,2025-12-03,Base Salary,4413.43,EUR,Monthly,1
1104,2025-12-03,Transport Allowance,55.79,EUR,Monthly,2
1105,2018-10-27,Base Salary,6036.47,EUR,Monthly,1
1105,2018-10-27,Transport Allowance,75.02,EUR,Monthly,2
1105,2018-10-27,Housing Allowance,356.16,EUR,Monthly,3
1105,2025-01-13,Base Salary,7885.01,EUR,Monthly,1
1105,2025-01-13,Transport Allowance,75.02,EUR,Monthly,2
1105,2025-01-13,Car Allowance,350.0,EUR,Monthly,3
1105,2025-01-13,Housing Allowance,259.73,EUR,Monthly,4
1106,2018-06-12,Base Salary,4891.86,EUR,Monthly,1
1106,2018-06-12,Transport Allowance,48.04,EUR,Monthly,2
1106,2021-05-17,Base Salary,6080.75,EUR,Monthly,1
1106,2021-05-17,Transport Allowance,48.04,EUR,Monthly,2
1106,2024-06-19,Base Salary,8608.37,EUR,Monthly,1
1106,2024-06-19,Transport Allowance,48.04,EUR,Monthly,2
1106,2024-06-19,Car Allowance,400.0,EUR,Monthly,3
1106,2024-06-19,Housing Allowance,392.95,EUR,Monthly,4
1106,2025-06-03,Base Salary,8758.24,EUR,Monthly,1
1106,2025-06-03,Transport Allowance,48.04,EUR,Monthly,2
1106,2025-06-03,Car Allowance,400.0,EUR,Monthly,3
1106,2025-06-03,Housing Allowance,281.75,EUR,Monthly,4
1107,2016-07-05,Base Salary,4042.86,EUR,Monthly,1
1107,2016-07-05,Transport Allowance,74.03,EUR,Monthly,2
1107,2022-07-14,Base Salary,6733.19,EUR,Monthly,1
1107,2022-07-14,Transport Allowance,74.03,EUR,Monthly,2
1107,2022-07-14,Car Allowance,500.0,EUR,Monthly,3
1107,2025-04-21,Base Salary,7202.41,EUR,Monthly,1
1107,2025-04-21,Transport Allowance,74.03,EUR,Monthly,2
1107,2025-04-21,Car Allowance,500.0,EUR,Monthly,3
1108,2019-03-13,Base Salary,3299.38,EUR,Monthly,1
1108,2019-03-13,Transport Allowance,55.59,EUR,Monthly,2
1108,2022-03-25,Base Salary,4228.76,EUR,Monthly,1
1108,2022-03-25,Transport Allowance,55.59,EUR,Monthly,2
1108,2025-03-19,Base Salary,5688.47,EUR,Monthly,1
1108,2025-03-19,Transport Allowance,55.59,EUR,Monthly,2
1108,2025-05-21,Base Salary,5688.47,EUR,Monthly,1
1108,2025-05-21,Transport Allowance,55.59,EUR,Monthly,2
1109,2024-03-22,Base Salary,9829.92,EUR,Monthly,1
1109,2024-03-22,Transport Allowance,63.38,EUR,Monthly,2
1109,2025-10-04,Base Salary,9829.92,EUR,Monthly,1
1109,2025-10-04,Transport Allowance,63.38,EUR,Monthly,2
1110,2015-03-25,Base Salary,5248.98,EUR,Monthly,1
1110,2015-03-25,Transport Allowance,51.13,EUR,Monthly,2
1110,2025-10-06,Base Salary,8235.58,EUR,Monthly,1
1110,2025-10-06,Transport Allowance,51.13,EUR,Monthly,2
1111,2012-12-29,Base Salary,3653.3,EUR,Monthly,1
1111,2012-12-29,Transport Allowance,58.1,EUR,Monthly,2
1111,2016-01-11,Base Salary,4825.49,EUR,Monthly,1
1111,2016-01-11,Transport Allowance,58.1,EUR,Monthly,2
1111,2021-12-21,Base Salary,8670.3,EUR,Monthly,1
1111,2021-12-21,Transport Allowance,58.1,EUR,Monthly,2
1111,2021-12-21,Car Allowance,500.0,EUR,Monthly,3
1111,2021-12-21,Housing Allowance,208.23,EUR,Monthly,4
1111,2025-08-26,Base Salary,8670.3,EUR,Monthly,1
1111,2025-08-26,Transport Allowance,58.1,EUR,Monthly,2
1111,2025-08-26,Car Allowance,500.0,EUR,Monthly,3
1111,2025-08-26,Housing Allowance,244.46,EUR,Monthly,4
1112,2017-05-02,Base Salary,3734.17,EUR,Monthly,1
1112,2017-05-02,Transport Allowance,48.24,EUR,Monthly,2
1112,2020-04-07,Base Salary,5543.94,EUR,Monthly,1
1112,2020-04-07,Transport Allowance,48.24,EUR,Monthly,2
1112,2020-04-07,Car Allowance,500.0,EUR,Monthly,3
1112,2020-04-07,Housing Allowance,311.32,EUR,Monthly,4
1112,2025-04-19,Base Salary,6388.29,EUR,Monthly,1
1112,2025-04-19,Transport Allowance,48.24,EUR,Monthly,2
1112,2025-04-19,Car Allowance,500.0,EUR,Monthly,3
1112,2025-04-19,Housing Allowance,375.79,EUR,Monthly,4
1113,2021-12-08,Base Salary,3012.37,EUR,Monthly,1
1113,2021-12-08,Transport Allowance,76.67,EUR,Monthly,2
1113,2025-01-03,Base Salary,3911.55,EUR,Monthly,1
1113,2025-01-03,Transport Allowance,76.67,EUR,Monthly,2
1113,2025-03-01,Base Salary,4192.95,EUR,Monthly,1
1113,2025-03-01,Transport Allowance,76.67,EUR,Monthly,2
1114,2021-01-13,Base Salary,3115.49,EUR,Monthly,1
1114,2021-01-13,Transport Allowance,50.39,EUR,Monthly,2
1114,2025-07-11,Base Salary,3927.92,EUR,Monthly,1
1114,2025-07-11,Transport Allowance,50.39,EUR,Monthly,2
1115,2020-08-21,Base Salary,4627.73,EUR,Monthly,1
1115,2020-08-21,Transport Allowance,56.9,EUR,Monthly,2
1115,2023-09-09,Base Salary,6041.86,EUR,Monthly,1
1115,2023-09-09,Transport Allowance,56.9,EUR,Monthly,2
1115,2023-09-09,Housing Allowance,306.36,EUR,Monthly,3
1115,2025-08-13,Base Salary,6041.86,EUR,Monthly,1
1115,2025-08-13,Transport Allowance,56.9,EUR,Monthly,2
1115,2025-08-13,Housing Allowance,392.25,EUR,Monthly,3
1116,2013-03-01,Base Salary,7279.88,EUR,Monthly,1
1116,2013-03-01,Transport Allowance,55.86,EUR,Monthly,2
1116,2013-03-01,Housing Allowance,272.01,EUR,Monthly,3
1116,2025-11-02,Base Salary,7552.5,EUR,Monthly,1
1116,2025-11-02,Transport Allowance,55.86,EUR,Monthly,2
1116,2025-11-02,Car Allowance,400.0,EUR,Monthly,3
1116,2025-11-02,Housing Allowance,369.29,EUR,Monthly,4
1117,2023-06-27,Base Salary,4085.52,EUR,Monthly,1
1117,2023-06-27,Transport Allowance,48.44,EUR,Monthly,2
1117,2025-08-27,Base Salary,4085.52,EUR,Monthly,1
1117,2025-08-27,Transport Allowance,48.44,EUR,Monthly,2
1118,2014-01-14,Base Salary,8095.69,EUR,Monthly,1
1118,2014-01-14,Transport Allowance,79.38,EUR,Monthly,2
1118,2016-12-29,Base Salary,9945.37,EUR,Monthly,1
1118,2016-12-29,Transport Allowance,79.38,EUR,Monthly,2
1118,2025-03-09,Base Salary,10478.19,EUR,Monthly,1
1118,2025-03-09,Transport Allowance,79.38,EUR,Monthly,2
1119,2021-11-06,Base Salary,7109.75,EUR,Monthly,1
1119,2021-11-06,Transport Allowance,63.07,EUR,Monthly,2
1119,2021-11-06,Housing Allowance,418.4,EUR,Monthly,3
1119,2026-01-26,Base Salary,7518.23,EUR,Monthly,1
1119,2026-01-26,Transport Allowance,63.07,EUR,Monthly,2
1119,2026-01-26,Housing Allowance,245.14,EUR,Monthly,3
1120,2013-05-24,Base Salary,3728.21,EUR,Monthly,1
1120,2013-05-24,Transport Allowance,46.28,EUR,Monthly,2
1120,2016-05-17,Base Salary,5846.02,EUR,Monthly,1
1120,2016-05-17,Transport Allowance,46.28,EUR,Monthly,2
1120,2025-11-13,Base Salary,9858.25,EUR,Monthly,1
1120,2025-11-13,Transport Allowance,46.28,EUR,Monthly,2
1121,2021-12-05,Base Salary,5169.87,EUR,Monthly,1
1121,2021-12-05,Transport Allowance,58.57,EUR,Monthly,2
1121,2024-12-07,Base Salary,7072.92,EUR,Monthly,1
1121,2024-12-07,Transport Allowance,58.57,EUR,Monthly,2
1121,2024-12-07,Car Allowance,350.0,EUR,Monthly,3
1121,2024-12-07,Housing Allowance,390.26,EUR,Monthly,4
1121,2025-03-29,Base Salary,7072.92,EUR,Monthly,1
1121,2025-03-29,Transport Allowance,58.57,EUR,Monthly,2
1121,2025-03-29,Car Allowance,350.0,EUR,Monthly,3
1121,2025-03-29,Housing Allowance,225.48,EUR,Monthly,4
1122,2017-05-19,Base Salary,6515.11,EUR,Monthly,1
1122,2017-05-19,Transport Allowance,55.88,EUR,Monthly,2
1122,2025-06-26,Base Salary,7041.87,EUR,Monthly,1
1122,2025-06-26,Transport Allowance,55.88,EUR,Monthly,2
1123,2023-05-24,Base Salary,3367.0,EUR,Monthly,1
1123,2023-05-24,Transport Allowance,46.54,EUR,Monthly,2
1123,2025-03-25,Base Salary,3367.0,EUR,Monthly,1
1123,2025-03-25,Transport Allowance,46.54,EUR,Monthly,2
1124,2016-07-08,Base Salary,3901.9,EUR,Monthly,1
1124,2016-07-08,Transport Allowance,74.68,EUR,Monthly,2
1124,2022-07-26,Base Salary,6494.5,EUR,Monthly,1
1124,2022-07-26,Transport Allowance,74.68,EUR,Monthly,2
1124,2022-07-26,Car Allowance,500.0,EUR,Monthly,3
1124,2022-07-26,Housing Allowance,391.81,EUR,Monthly,4
1124,2026-01-16,Base Salary,6639.54,EUR,Monthly,1
1124,2026-01-16,Transport Allowance,74.68,EUR,Monthly,2
1124,2026-01-16,Car Allowance,500.0,EUR,Monthly,3
1124,2026-01-16,Housing Allowance,273.32,EUR,Monthly,4
1125,2023-06-05,Base Salary,2628.85,EUR,Monthly,1
1125,2023-06-05,Transport Allowance,76.12,EUR,Monthly,2
1125,2025-10-11,Base Salary,2628.85,EUR,Monthly,1
1125,2025-10-11,Transport Allowance,76.12,EUR,Monthly,2
1126,2019-10-12,Base Salary,3895.25,EUR,Monthly,1
1126,2019-10-12,Transport Allowance,48.61,EUR,Monthly,2
1126,2025-10-28,Base Salary,7075.03,EUR,Monthly,1
1126,2025-10-28,Transport Allowance,48.61,EUR,Monthly,2
1127,2013-03-26,Base Salary,3566.69,EUR,Monthly,1
1127,2013-03-26,Transport Allowance,71.82,EUR,Monthly,2
1127,2016-03-13,Base Salary,5266.55,EUR,Monthly,1
1127,2016-03-13,Transport Allowance,71.82,EUR,Monthly,2
1127,2019-03-30,Base Salary,6607.35,EUR,Monthly,1
